GeneID	Gene name	TCGA cohort	p-value	p-value (corrected)
ENSG00000035720	STAP1	TCGA-THYM	5.76290088941764E-24	3.15102165961311E-18
ENSG00000181004	BBS12	TCGA-THYM	5.17591586978823E-77	2.8300717515352E-71
ENSG00000140564	FURIN	TCGA-THYM	6.84589675840898E-54	3.74317889187259E-48
ENSG00000125356	NDUFA1	TCGA-THYM	3.62626016129988E-84	1.98275565221506E-78
ENSG00000204010	IFIT1B	TCGA-THYM	7.97087786543024E-09	0.00435829268662635
ENSG00000073536	NLE1	TCGA-THYM	1.0112332784398E-61	5.5291909828548E-56
ENSG00000158805	ZNF276	TCGA-THYM	5.13874814659964E-12	2.80974929535331E-06
ENSG00000166848	TERF2IP	TCGA-THYM	1.29244188317353E-27	7.06677495555974E-22
ENSG00000087085	ACHE	TCGA-THYM	1.39150706497946E-60	7.60844058468272E-55
ENSG00000172489	OR5T3	TCGA-THYM	1.49005575388434E-47	8.14728214941615E-42
ENSG00000173545	ZNF622	TCGA-THYM	4.14151846152277E-14	2.26448703983604E-08
ENSG00000157593	SLC35B2	TCGA-THYM	6.65498387866846E-46	3.6387921202267E-40
ENSG00000119698	PPP4R4	TCGA-THYM	7.98978363182052E-45	4.36862992485593E-39
ENSG00000144362	PHOSPHO2	TCGA-THYM	4.47948245686028E-16	2.44927797931469E-10
ENSG00000172059	KLF11	TCGA-THYM	1.75751406588086E-48	9.6096826840014E-43
ENSG00000183484	GPR132	TCGA-THYM	2.01895011242375E-113	1.10391548562072E-107
ENSG00000188199	NUTM2B	TCGA-THYM	7.10763103455531E-57	3.88628917418105E-51
ENSG00000213614	HEXA	TCGA-THYM	6.67268959836855E-83	3.64847320052716E-77
ENSG00000196639	HRH1	TCGA-THYM	1.42828497694795E-20	7.80953374840669E-15
ENSG00000169744	LDB2	TCGA-THYM	3.06673133307577E-56	1.67681815810517E-50
ENSG00000134308	YWHAQ	TCGA-THYM	3.17297692190051E-62	1.73491080242599E-56
ENSG00000172638	EFEMP2	TCGA-THYM	5.81668234677195E-100	3.18042812352093E-94
ENSG00000104936	DMPK	TCGA-THYM	7.88207033714813E-73	4.30973477273484E-67
ENSG00000159346	ADIPOR1	TCGA-THYM	1.1930971169662E-57	6.52358062323426E-52
ENSG00000105221	AKT2	TCGA-THYM	1.25888815355055E-63	6.8833108793391E-58
ENSG00000119705	SLIRP	TCGA-THYM	3.1735227151287E-59	1.73520922960992E-53
ENSG00000154743	TSEN2	TCGA-THYM	4.43185719988103E-74	2.42323758417935E-68
ENSG00000164258	NDUFS4	TCGA-THYM	2.20030642669215E-48	1.20307694706745E-42
ENSG00000136535	TBR1	TCGA-THYM	1.5718491883861E-29	8.59450983678186E-24
ENSG00000197586	ENTPD6	TCGA-THYM	4.84001264264933E-92	2.64640759270987E-86
ENSG00000163347	CLDN1	TCGA-THYM	3.2044110617329E-34	1.75209826710113E-28
ENSG00000131845	ZNF304	TCGA-THYM	1.58893883765844E-49	8.6879521083837E-44
ENSG00000145996	CDKAL1	TCGA-THYM	1.09738504560329E-34	6.0002490307983E-29
ENSG00000173588	CCDC41	TCGA-THYM	6.08038772979466E-121	3.32461616173394E-115
ENSG00000146839	ZAN	TCGA-THYM	1.88560135765678E-42	1.0310034535355E-36
ENSG00000186710	CCDC42B	TCGA-THYM	1.37086381778592E-74	7.49556805697531E-69
ENSG00000104412	EMC2	TCGA-THYM	2.83542086426608E-39	1.55034291390082E-33
ENSG00000102390	PBDC1	TCGA-THYM	4.53212449525758E-113	2.47806143514345E-107
ENSG00000206549	PRSS50	TCGA-THYM	3.18828749439079E-68	1.74328227132051E-62
ENSG00000205927	OLIG2	TCGA-THYM	5.65808044173814E-23	3.09370824969226E-17
ENSG00000118705	RPN2	TCGA-THYM	1.96401102587971E-11	1.07387605669743E-05
ENSG00000128917	DLL4	TCGA-THYM	1.89105940834647E-40	1.03398779011746E-34
ENSG00000179862	CITED4	TCGA-THYM	6.55178320045047E-41	3.5823643629927E-35
ENSG00000028137	TNFRSF1B	TCGA-THYM	4.76230335352131E-50	2.60391794072832E-44
ENSG00000132321	IQCA1	TCGA-THYM	5.06943361565955E-115	2.77184970406948E-109
ENSG00000172183	ISG20	TCGA-THYM	1.82692586950953E-61	9.98921046152812E-56
ENSG00000075790	BCAP29	TCGA-THYM	1.80487901712464E-38	9.86866334346361E-33
ENSG00000160602	NEK8	TCGA-THYM	9.26999030398511E-23	5.06861748844207E-17
ENSG00000224389	C4B	TCGA-THYM	3.19677172482373E-80	1.74792125338395E-74
ENSG00000167207	NOD2	TCGA-THYM	1.25961873688935E-68	6.88730554100146E-63
ENSG00000140403	DNAJA4	TCGA-THYM	3.00536578159986E-31	1.64326488596582E-25
ENSG00000168497	SDPR	TCGA-THYM	4.80227651099365E-34	2.62577434385158E-28
ENSG00000121335	PRB2	TCGA-THYM	1.35719672741435E-97	7.42083955025435E-92
ENSG00000182752	PAPPA	TCGA-THYM	1.11295349387764E-23	6.08537372521937E-18
ENSG00000196878	LAMB3	TCGA-THYM	2.75843140318448E-11	1.508246847339E-05
ENSG00000186204	CYP4F12	TCGA-THYM	9.10345893183169E-122	4.97756196437014E-116
ENSG00000212123	PRR22	TCGA-THYM	1.69966799071422E-84	9.29339364958748E-79
ENSG00000197405	C5AR1	TCGA-THYM	1.23172088652787E-22	6.7347665117305E-17
ENSG00000115884	SDC1	TCGA-THYM	2.10003919108345E-30	1.14825312878303E-24
ENSG00000153956	CACNA2D1	TCGA-THYM	3.08408902972746E-41	1.68630894740729E-35
ENSG00000014641	MDH1	TCGA-THYM	9.7204837303033E-107	5.31493693260405E-101
ENSG00000123643	SLC36A1	TCGA-THYM	5.97445920324118E-70	3.2666968797706E-64
ENSG00000240386	LCE1F	TCGA-THYM	2.11703394617774E-62	1.15754546998923E-56
ENSG00000111790	FGFR1OP2	TCGA-THYM	2.68691197013875E-22	1.46914166629656E-16
ENSG00000160613	PCSK7	TCGA-THYM	1.74687861538058E-66	9.5515304868195E-61
ENSG00000107968	MAP3K8	TCGA-THYM	1.25995985354805E-32	6.88917068843439E-27
ENSG00000127124	HIVEP3	TCGA-THYM	2.59470900121638E-65	1.41872720355809E-59
ENSG00000141034	GID4	TCGA-THYM	8.62899712839023E-17	4.71813716286982E-11
ENSG00000140022	STON2	TCGA-THYM	1.43233345309244E-125	7.83166988481524E-120
ENSG00000154144	TBRG1	TCGA-THYM	9.91461975681145E-74	5.42108604677009E-68
ENSG00000235568	NFAM1	TCGA-THYM	2.15888622356707E-77	1.18042933266333E-71
ENSG00000014216	CAPN1	TCGA-HNSC	5.20631294916154E-08	0.02846692175403700
ENSG00000196296	ATP2A1	TCGA-THYM	5.1463051586017E-79	2.81388129570476E-73
ENSG00000092853	CLSPN	TCGA-THYM	1.45899225172945E-57	7.97743406423873E-52
ENSG00000114739	ACVR2B	TCGA-THYM	2.81526375021334E-75	1.5393214675504E-69
ENSG00000166987	MBD6	TCGA-THYM	8.79293038474613E-34	4.80777209698033E-28
ENSG00000189152	GRAPL	TCGA-THYM	1.85756733101415E-29	1.01567509254993E-23
ENSG00000125675	GRIA3	TCGA-THYM	1.02831379876858E-72	5.62258333949286E-67
ENSG00000229833	PET100	TCGA-THYM	5.85182319156936E-72	3.19964232921672E-66
ENSG00000003402	CFLAR	TCGA-THYM	1.53091410613943E-47	8.37068622212599E-42
ENSG00000156515	HK1	TCGA-THYM	5.32648032843098E-67	2.91239693453851E-61
ENSG00000123352	SPATS2	TCGA-THYM	1.90473974213587E-77	1.04146788198582E-71
ENSG00000138670	RASGEF1B	TCGA-THYM	4.66955516848824E-72	2.5532053663605E-66
ENSG00000232838	PET117	TCGA-THYM	1.17239755978984E-34	6.4104002054921E-29
ENSG00000110422	HIPK3	TCGA-THYM	8.71405049052872E-49	4.76464238505982E-43
ENSG00000101843	PSMD10	TCGA-THYM	1.00603336193295E-35	5.50075903537613E-30
ENSG00000204516	MICB	TCGA-THYM	6.85193666190146E-86	3.7464813721845E-80
ENSG00000136697	IL1F10	TCGA-THYM	1.72424192899873E-53	9.4277582921214E-48
ENSG00000182447	OTOL1	TCGA-CESC	8.36390722484671E-11	4.57319210068001E-05
ENSG00000240682	ISY1	TCGA-THYM	5.3153293718834E-72	2.90629984797029E-66
ENSG00000147596	PRDM14	TCGA-THYM	7.86504772741927E-75	4.30042720125513E-69
ENSG00000255587	RAB44	TCGA-THYM	1.82353415798992E-69	9.97066536303253E-64
ENSG00000236126	CT47A3	TCGA-THYM	7.35575941490674E-16	4.02196006560446E-10
ENSG00000060138	YBX3	TCGA-THYM	2.46920082735596E-66	1.35010222077921E-60
ENSG00000176386	CDC26	TCGA-THYM	6.37353703343667E-57	3.4849034585314E-51
ENSG00000159399	HK2	TCGA-THYM	1.51996110049694E-92	8.31079770646416E-87
ENSG00000197930	ERO1L	TCGA-THYM	4.76497302329987E-60	2.60537765476084E-54
ENSG00000169169	CPT1C	TCGA-THYM	1.45887564470436E-105	7.97679648384518E-100
ENSG00000126821	SGPP1	TCGA-THYM	3.12655033214902E-52	1.70952581096145E-46
ENSG00000167280	ENGASE	TCGA-THYM	1.8534509625289E-34	1.01342435693866E-28
ENSG00000135211	TMEM60	TCGA-THYM	1.5811114590644E-39	8.64515380252856E-34
ENSG00000141994	DUS3L	TCGA-THYM	7.12394800572964E-115	3.89521091872884E-109
ENSG00000189369	GSPT2	TCGA-THYM	2.90076371583719E-37	1.58607088225431E-31
ENSG00000124222	STX16	TCGA-THYM	4.75581988852887E-77	2.60037293119015E-71
ENSG00000160472	TMEM190	TCGA-THYM	7.8703342826547E-17	4.30331776806709E-11
ENSG00000123612	ACVR1C	TCGA-THYM	1.46508424135692E-17	8.01074366236413E-12
ENSG00000135917	SLC19A3	TCGA-THYM	3.23919020089003E-76	1.77111470047205E-70
ENSG00000185215	TNFAIP2	TCGA-THYM	4.89229420779965E-50	2.67499395005807E-44
ENSG00000196517	SLC6A9	TCGA-THYM	9.14857223988371E-52	5.00222888360689E-46
ENSG00000183889	NPIPA7	TCGA-THYM	1.70574441870234E-40	9.3266181602481E-35
ENSG00000172586	CHCHD1	TCGA-THYM	5.00822966079792E-35	2.7383847892421E-29
ENSG00000275342	PRAG1	TCGA-THYM	2.23832697064723E-14	1.22386570602958E-08
ENSG00000256574	OR13A1	TCGA-THYM	3.16731472633753E-13	1.73181484412266E-07
ENSG00000060971	ACAA1	TCGA-THYM	1.54315580612527E-74	8.43762102205757E-69
ENSG00000144061	NPHP1	TCGA-THYM	4.84535983890627E-56	2.64933131663765E-50
ENSG00000073756	PTGS2	TCGA-THYM	4.88960007824727E-58	2.67352086198381E-52
ENSG00000127483	HP1BP3	TCGA-THYM	7.12830181098336E-11	3.89759147930405E-05
ENSG00000101452	DHX35	TCGA-THYM	3.54178842897576E-54	1.93656845183008E-48
ENSG00000156504	FAM122B	TCGA-THYM	3.03656887251974E-11	1.66032601840973E-05
ENSG00000176895	OR51A7	TCGA-THYM	1.98606992923309E-52	1.08593735769628E-46
ENSG00000176895	OR51A7	TCGA-ESCA	3.17090873786025E-10	1.73377996696101E-04
ENSG00000131097	HIGD1B	TCGA-THYM	2.45723368159221E-17	1.34355886071994E-11
ENSG00000143319	ISG20L2	TCGA-THYM	4.77631251485124E-75	2.61157782793282E-69
ENSG00000170145	SIK2	TCGA-THYM	5.22874743761298E-30	2.85895883769571E-24
ENSG00000180921	FAM83H	TCGA-THYM	6.61673059808971E-112	3.6178761062317E-106
ENSG00000143669	LYST	TCGA-THYM	1.36343215278782E-69	7.45493342204869E-64
ENSG00000171016	PYGO1	TCGA-THYM	6.10401406574382E-33	3.33753449882521E-27
ENSG00000175104	TRAF6	TCGA-THYM	4.86488955177356E-46	2.66000971445009E-40
ENSG00000102225	CDK16	TCGA-READ	2.33318395023706E-08	0.012757313207587700
ENSG00000143549	TPM3	TCGA-THYM	3.77824340010805E-77	2.06585659158088E-71
ENSG00000182634	OR10G7	TCGA-THYM	1.91671814359954E-131	1.04801739640293E-125
ENSG00000089597	GANAB	TCGA-THYM	1.69970418096108E-13	9.29359152953357E-08
ENSG00000115592	PRKAG3	TCGA-THYM	1.14430895100363E-72	6.25681815302913E-67
ENSG00000132746	ALDH3B2	TCGA-THYM	9.02523123347312E-19	4.93478885814473E-13
ENSG00000198074	AKR1B10	TCGA-KIRP	5.79553269913375E-08	0.03168863982634250
ENSG00000170820	FSHR	TCGA-THYM	2.23495755754188E-69	1.22202338844008E-63
ENSG00000171124	FUT3	TCGA-THYM	1.23874341434423E-14	6.77316407864895E-09
ENSG00000189403	HMGB1	TCGA-THYM	7.1139547109507E-11	3.88974681498949E-05
ENSG00000133106	EPSTI1	TCGA-THYM	3.11872045121061E-14	1.70524461215158E-08
ENSG00000113328	CCNG1	TCGA-THYM	1.34114159628793E-22	7.33305378593527E-17
ENSG00000164924	YWHAZ	TCGA-THYM	7.30049664784184E-73	3.99174365561702E-67
ENSG00000138378	STAT4	TCGA-THYM	6.18385729332667E-55	3.38119093927328E-49
ENSG00000108379	WNT3	TCGA-THYM	3.32591891065645E-97	1.818535964212E-91
ENSG00000105696	TMEM59L	TCGA-THYM	9.75220965298293E-39	5.33228393742904E-33
ENSG00000165288	BRWD3	TCGA-THYM	5.07497139231113E-12	2.7748776329737E-06
ENSG00000204422	XXbac-BPG32J3.20	TCGA-THYM	1.68341146283745E-54	9.20450669415873E-49
ENSG00000204422	XXbac-BPG32J3.20	TCGA-KIRP	3.39234123162172E-08	0.018548541616024300
ENSG00000160094	ZNF362	TCGA-THYM	3.55993468850166E-41	1.94649040917487E-35
ENSG00000135916	ITM2C	TCGA-THYM	1.15946781472298E-41	6.33970333330786E-36
ENSG00000039600	SOX30	TCGA-THYM	4.5223052229382E-71	2.47269248288248E-65
ENSG00000127580	WDR24	TCGA-THYM	5.49953948953294E-81	3.00702170346835E-75
ENSG00000188124	OR2AG2	TCGA-THYM	8.55088893146085E-52	4.67542939727737E-46
ENSG00000087250	MT3	TCGA-THYM	1.08377865191525E-42	5.92585239958267E-37
ENSG00000179142	CYP11B2	TCGA-THYM	2.26767647665735E-73	1.23991334087727E-67
ENSG00000185565	LSAMP	TCGA-THYM	1.20474807674724E-31	6.58728539159626E-26
ENSG00000204252	HLA-DOA	TCGA-THYM	4.11169353322139E-64	2.24817945501419E-58
ENSG00000166415	WDR72	TCGA-THYM	4.56465765975345E-09	0.0024958498212270100
ENSG00000110011	DNAJC4	TCGA-THYM	6.7706258825543E-40	3.70202250818539E-34
ENSG00000064201	TSPAN32	TCGA-THYM	2.94013903328566E-72	1.60760040020284E-66
ENSG00000140990	NDUFB10	TCGA-THYM	7.82378596156771E-68	4.27786621670811E-62
ENSG00000105245	NUMBL	TCGA-THYM	1.73301099886156E-60	9.47570554924528E-55
ENSG00000011523	CEP68	TCGA-THYM	1.11845004130803E-27	6.1154275823628E-22
ENSG00000139826	ABHD13	TCGA-THYM	6.2814932369532E-23	3.43457602762156E-17
ENSG00000170917	NUDT6	TCGA-THYM	5.77062795212457E-75	3.15524663977881E-69
ENSG00000116001	TIA1	TCGA-THYM	1.9401751365135E-30	1.06084314061744E-24
ENSG00000251493	FOXD1	TCGA-THYM	6.82046628573236E-47	3.72927409431388E-41
ENSG00000183305	MAGEA2B	TCGA-THYM	5.35062155474635E-61	2.92559680183954E-55
ENSG00000188784	PLA2G2E	TCGA-THYM	3.26016980520812E-97	1.78258586558228E-91
ENSG00000166347	CYB5A	TCGA-THYM	3.71149802666953E-53	2.02936175652829E-47
ENSG00000148835	TAF5	TCGA-THYM	1.33496275005651E-27	7.2992692758765E-22
ENSG00000103489	XYLT1	TCGA-THYM	5.69749230079042E-72	3.11525774774928E-66
ENSG00000138604	GLCE	TCGA-THYM	7.38723957280617E-76	4.03917269190024E-70
ENSG00000165516	KLHDC2	TCGA-THYM	5.06078315219093E-48	2.7671198296055E-42
ENSG00000144749	LRIG1	TCGA-THYM	3.34075905250675E-53	1.82665021245248E-47
ENSG00000174840	PDE12	TCGA-THYM	3.33176340384949E-78	1.82173159866661E-72
ENSG00000182810	DDX28	TCGA-THYM	2.78320261300613E-134	1.52179117513165E-128
ENSG00000096063	SRPK1	TCGA-THYM	2.50130934780238E-114	1.36765842126334E-108
ENSG00000137364	TPMT	TCGA-THYM	3.39749007864014E-30	1.85766943272862E-24
ENSG00000171603	CLSTN1	TCGA-THYM	3.84096874283525E-80	2.10015336630123E-74
ENSG00000131409	LRRC4B	TCGA-THYM	1.75484917006988E-91	9.59511164663301E-86
ENSG00000019102	VSIG2	TCGA-THYM	4.163553246101E-60	2.27653515324337E-54
ENSG00000196862	RGPD4	TCGA-THYM	1.96854355784478E-93	1.0763543409277E-87
ENSG00000112304	ACOT13	TCGA-THYM	5.13367561878424E-120	2.80697575381199E-114
ENSG00000038945	MSR1	TCGA-THYM	9.21554011761799E-60	5.03884537889081E-54
ENSG00000184402	SS18L1	TCGA-THYM	1.11796286876153E-09	6.11276383492823E-04
ENSG00000215041	NEURL4	TCGA-THYM	2.64204089412533E-46	1.44460719396716E-40
ENSG00000171476	HOPX	TCGA-THYM	1.52514874695321E-61	8.33916256412835E-56
ENSG00000129159	KCNC1	TCGA-THYM	7.30054362958301E-16	3.99176934415251E-10
ENSG00000177570	SAMD12	TCGA-THYM	8.83585872761678E-65	4.83124432751012E-59
ENSG00000108702	CCL1	TCGA-THYM	1.59808592054707E-08	0.008737966253789630
ENSG00000023330	ALAS1	TCGA-THYM	5.52991215530661E-79	3.02362877854208E-73
ENSG00000115274	INO80B	TCGA-THYM	4.47737583675311E-60	2.44812612789236E-54
ENSG00000035115	SH3YL1	TCGA-THYM	5.64482074858443E-77	3.08645815444875E-71
ENSG00000129965	INS-IGF2	TCGA-THYM	5.51560837697204E-12	3.01580780153564E-06
ENSG00000152595	MEPE	TCGA-THYM	1.40494216459721E-56	7.68190061931969E-51
ENSG00000185339	TCN2	TCGA-THYM	7.82200760531135E-19	4.27689385240932E-13
ENSG00000153253	SCN3A	TCGA-THYM	1.76178699338136E-93	9.63304606880078E-88
ENSG00000180090	OR3A1	TCGA-THYM	9.25867424978589E-60	5.06243013027518E-54
ENSG00000135973	GPR45	TCGA-THYM	1.31080523226447E-71	7.16718152481868E-66
ENSG00000010404	IDS	TCGA-THYM	1.64292368966065E-62	8.98312886261581E-57
ENSG00000180440	SERTM1	TCGA-THYM	2.92775683419525E-10	1.60083009853077E-04
ENSG00000151164	RAD9B	TCGA-THYM	9.64765630508997E-24	5.27511657152818E-18
ENSG00000174721	FGFBP3	TCGA-THYM	1.53878786366825E-57	8.41373811732935E-52
ENSG00000112294	ALDH5A1	TCGA-THYM	3.74488316135547E-51	2.04761598031646E-45
ENSG00000180801	ARSJ	TCGA-THYM	1.93840802387748E-68	1.05987692407166E-62
ENSG00000151882	CCL28	TCGA-THYM	3.12561684584557E-50	1.7090154021209E-44
ENSG00000114757	PEX5L	TCGA-THYM	7.48803233772425E-127	4.09428385752385E-121
ENSG00000148308	GTF3C5	TCGA-THYM	6.70922857464823E-20	3.66845187236044E-14
ENSG00000080618	CPB2	TCGA-THYM	1.48254836764396E-83	8.10623348815261E-78
ENSG00000118363	SPCS2	TCGA-THYM	2.61168200951714E-78	1.42800765411775E-72
ENSG00000122707	RECK	TCGA-THYM	2.44996044663913E-57	1.339582023132E-51
ENSG00000164251	F2RL1	TCGA-THYM	3.03112053978611E-33	1.65734699538263E-27
ENSG00000242028	HYPK	TCGA-THYM	4.65214796558781E-72	2.5436875081802E-66
ENSG00000113196	HAND1	TCGA-THYM	3.60597672202779E-77	1.97166513414019E-71
ENSG00000126460	PRRG2	TCGA-THYM	1.47953430019164E-88	8.08975326055884E-83
ENSG00000181284	TMEM102	TCGA-THYM	7.33109478902548E-61	4.00847401545898E-55
ENSG00000152578	GRIA4	TCGA-THYM	2.63267865498079E-53	1.43948813693443E-47
ENSG00000161217	PCYT1A	TCGA-THYM	1.31845482701857E-76	7.20900774952731E-71
ENSG00000162521	RBBP4	TCGA-THYM	7.3786196869293E-46	4.03445953656014E-40
ENSG00000196352	CD55	TCGA-THYM	5.7622869366679E-65	3.15068596437046E-59
ENSG00000159516	SPRR2G	TCGA-THYM	1.11705994298221E-68	6.10782684443981E-63
ENSG00000168348	INSM2	TCGA-THYM	7.67955912711394E-58	4.19900630084598E-52
ENSG00000114956	DGUOK	TCGA-THYM	2.41721627025576E-61	1.32167826060163E-55
ENSG00000204843	DCTN1	TCGA-THYM	2.42982766401179E-65	1.32857388064537E-59
ENSG00000114520	SNX4	TCGA-THYM	2.6052729235361E-33	1.4245033133123E-27
ENSG00000117592	PRDX6	TCGA-THYM	3.38682173124431E-29	1.85183622574457E-23
ENSG00000123453	SARDH	TCGA-THYM	6.95925609219477E-53	3.80516116832198E-47
ENSG00000075407	ZNF37A	TCGA-THYM	7.18496584081199E-14	3.92857406754166E-08
ENSG00000042493	CAPG	TCGA-THYM	1.30617749636337E-71	7.14187812929076E-66
ENSG00000160710	ADAR	TCGA-THYM	1.10387105775295E-133	6.03571305344984E-128
ENSG00000128591	FLNC	TCGA-THYM	1.95050348868498E-57	1.06649044603271E-51
ENSG00000123374	CDK2	TCGA-THYM	8.82295511930492E-51	4.82418893126819E-45
ENSG00000105669	COPE	TCGA-THYM	3.11610933479592E-67	1.70381691375171E-61
ENSG00000135838	NPL	TCGA-THYM	1.81457262390466E-71	9.92166575580716E-66
ENSG00000140988	RPS2	TCGA-THYM	6.3950139355744E-12	3.49664653465156E-06
ENSG00000174938	SEZ6L2	TCGA-THYM	2.64244876261845E-86	1.44483020707823E-80
ENSG00000109163	GNRHR	TCGA-THYM	5.4098423367593E-70	2.95797736336624E-64
ENSG00000182871	COL18A1	TCGA-THYM	4.29810627801529E-41	2.35010565637437E-35
ENSG00000175106	TVP23C	TCGA-THYM	6.16374810420275E-19	3.37019569717166E-13
ENSG00000231861	OR5K2	TCGA-THYM	3.28632805952455E-25	1.79688859740265E-19
ENSG00000011143	MKS1	TCGA-THYM	5.21489450219269E-08	0.02851384371225410
ENSG00000101888	NXT2	TCGA-THYM	3.3648637953949E-62	1.83983013145464E-56
ENSG00000100321	SYNGR1	TCGA-THYM	1.0964934662702E-66	5.99537408006822E-61
ENSG00000165915	SLC39A13	TCGA-THYM	2.80765662961601E-77	1.53516206897155E-71
ENSG00000176208	ATAD5	TCGA-THYM	7.06725243783533E-14	3.86421108620229E-08
ENSG00000139537	CCDC65	TCGA-SKCM	1.86340797432006E-09	0.0010188686219748000
ENSG00000139537	CCDC65	TCGA-THYM	3.95598123207216E-81	2.16303955012872E-75
ENSG00000164944	KIAA1429	TCGA-THYM	1.26225159722828E-12	6.90170141577688E-07
ENSG00000108055	SMC3	TCGA-HNSC	5.86845687619803E-10	3.20873724539693E-04
ENSG00000108055	SMC3	TCGA-THYM	5.28042843613363E-52	2.88721681902384E-46
ENSG00000107829	FBXW4	TCGA-THYM	1.1058610095654E-47	6.0465936522714E-42
ENSG00000126243	LRFN3	TCGA-THYM	1.18701805741497E-75	6.49034172379188E-70
ENSG00000196670	ZFP62	TCGA-THYM	8.17065666481415E-19	4.46752713921709E-13
ENSG00000142039	CCDC97	TCGA-THYM	7.42985807774866E-40	4.06247551017718E-34
ENSG00000186143	C2orf53	TCGA-THYM	7.36204888443167E-50	4.02539900288289E-44
ENSG00000157368	IL34	TCGA-THYM	9.82324385466546E-21	5.37112380512241E-15
ENSG00000109819	PPARGC1A	TCGA-KIRP	8.07740911218394E-10	4.4165415221326E-04
ENSG00000258873	DUXA	TCGA-THYM	6.59118673907617E-47	3.60390931163185E-41
ENSG00000135912	TTLL4	TCGA-THYM	1.65778960856692E-08	0.009064412288033940
ENSG00000111664	GNB3	TCGA-THYM	2.26737981057357E-26	1.23975113068599E-20
ENSG00000197969	VPS13A	TCGA-THYM	1.60073111774633E-68	8.75242958367985E-63
ENSG00000075391	RASAL2	TCGA-THYM	1.44647263837376E-69	7.9089796979209E-64
ENSG00000111249	CUX2	TCGA-THYM	6.63055868768436E-83	3.62543698757599E-77
ENSG00000111011	RSRC2	TCGA-THYM	1.88254135388486E-53	1.0293303138531E-47
ENSG00000060762	MPC1	TCGA-THYM	1.10938964220831E-24	6.06588740397735E-19
ENSG00000165806	CASP7	TCGA-THYM	5.38066342861504E-53	2.94202300750785E-47
ENSG00000182533	CAV3	TCGA-THYM	3.30703204480192E-59	1.80820906036066E-53
ENSG00000001167	NFYA	TCGA-THYM	3.66854475474211E-08	0.02005875895363630
ENSG00000127533	F2RL3	TCGA-THYM	1.4760452396715E-70	8.07067588011863E-65
ENSG00000106341	PPP1R17	TCGA-THYM	8.66705333846357E-31	4.7389454232451E-25
ENSG00000171992	SYNPO	TCGA-THYM	1.78506165616976E-63	9.76030657175534E-58
ENSG00000140350	ANP32A	TCGA-THYM	3.02757721526484E-54	1.65540958703086E-48
ENSG00000007174	DNAH9	TCGA-THYM	2.24641097146748E-80	1.22828585174608E-74
ENSG00000099999	RNF215	TCGA-THYM	2.35207439979265E-128	1.28606018409543E-122
ENSG00000073969	NSF	TCGA-THYM	1.41212914753474E-71	7.72119738901605E-66
ENSG00000150093	ITGB1	TCGA-THYM	1.79637420148391E-09	9.82216096764768E-04
ENSG00000101639	CEP192	TCGA-THYM	4.59682757581264E-28	2.51343959142011E-22
ENSG00000235376	RPEL1	TCGA-THYM	1.87411559315237E-61	1.02472330167707E-55
ENSG00000204909	SPINK9	TCGA-THYM	1.66119842239211E-88	9.08305089800289E-83
ENSG00000105072	C19orf44	TCGA-THYM	8.54819802498862E-13	4.6739580715092E-07
ENSG00000037757	MRI1	TCGA-THYM	9.55500777273188E-14	5.22445848495102E-08
ENSG00000111110	PPM1H	TCGA-THYM	5.08776935189619E-36	2.78187526292174E-30
ENSG00000128590	DNAJB9	TCGA-THYM	3.89833798529744E-12	2.13152154858698E-06
ENSG00000040199	PHLPP2	TCGA-THYM	3.37732059658624E-80	1.84664122383963E-74
ENSG00000171428	NAT1	TCGA-THYM	1.42632988350624E-12	7.7988437471389E-07
ENSG00000112079	STK38	TCGA-THYM	3.10670579869108E-38	1.69867527649091E-32
ENSG00000137720	C11orf1	TCGA-THYM	3.20564826078122E-23	1.75277473908517E-17
ENSG00000172548	NIPAL4	TCGA-THYM	6.85182752323724E-25	3.74642169767309E-19
ENSG00000108963	DPH1	TCGA-THYM	3.04617606114506E-95	1.66557900818471E-89
ENSG00000175520	UBQLN3	TCGA-THYM	7.58165166393208E-43	4.14547275184979E-37
ENSG00000096401	CDC5L	TCGA-THYM	1.06847146241536E-58	5.84215620805082E-53
ENSG00000115425	PECR	TCGA-THYM	1.02038410917916E-65	5.57922562064656E-60
ENSG00000168131	OR2B2	TCGA-THYM	8.86534886916899E-79	4.84736885863761E-73
ENSG00000164169	PRMT10	TCGA-THYM	2.70691639077172E-62	1.48007962339699E-56
ENSG00000106546	AHR	TCGA-THYM	9.95137825228805E-51	5.4411847466513E-45
ENSG00000162692	VCAM1	TCGA-THYM	1.14654405123539E-97	6.26903916702333E-92
ENSG00000075914	EXOSC7	TCGA-THYM	6.65564379652873E-70	3.63915294813459E-64
ENSG00000205809	KLRC2	TCGA-THYM	1.22989495490839E-80	6.72478273759943E-75
ENSG00000175198	PCCA	TCGA-THYM	2.74610534098105E-83	1.5015072400256E-77
ENSG00000145604	SKP2	TCGA-THYM	3.25165265441104E-16	1.77792888342091E-10
ENSG00000106331	PAX4	TCGA-THYM	1.78304865373706E-75	9.74929993744387E-70
ENSG00000244588	RAD21L1	TCGA-THYM	9.7631054098348E-43	5.33824148667325E-37
