GeneID	Gene name	TCGA cohort	p-value	p-value (corrected)
ENSG00000099331	MYO9B	TCGA-THYM	4.60507822769737E-43	2.51795085810568E-37
ENSG00000168781	PPIP5K1	TCGA-THYM	2.95612686510477E-21	1.61634217892139E-15
ENSG00000059691	PET112	TCGA-THYM	9.57819436057476E-35	5.23713637789198E-29
ENSG00000143845	ETNK2	TCGA-THYM	1.58165967055368E-48	8.64815129686331E-43
ENSG00000120251	GRIA2	TCGA-THYM	1.12107986434373E-70	6.12980684986274E-65
ENSG00000120725	SIL1	TCGA-THYM	2.49383814583189E-75	1.36357333986352E-69
ENSG00000140299	BNIP2	TCGA-THYM	3.29886535275807E-32	1.803743700985E-26
ENSG00000160785	SLC25A44	TCGA-THYM	8.44903171116564E-42	4.61973621193601E-36
ENSG00000103343	ZNF174	TCGA-THYM	2.20208714046872E-76	1.20405060040407E-70
ENSG00000088881	EBF4	TCGA-THYM	1.07374214155574E-84	5.87097506933423E-79
ENSG00000143382	ADAMTSL4	TCGA-THYM	1.08948128443482E-71	5.95703308259417E-66
ENSG00000097046	CDC7	TCGA-THYM	6.54664377362912E-93	3.57955424261361E-87
ENSG00000185515	BRCC3	TCGA-THYM	1.93079076469774E-23	1.05571198194914E-17
ENSG00000158301	GPRASP2	TCGA-THYM	4.9349320954552E-101	2.6983073663567E-95
ENSG00000172331	BPGM	TCGA-THYM	4.08490028074871E-70	2.23352952080694E-64
ENSG00000174373	RALGAPA1	TCGA-THYM	1.75315226394885E-26	9.58583335425158E-21
ENSG00000181752	OR8K5	TCGA-THYM	2.1127210250755E-27	1.15518726392771E-21
ENSG00000049249	TNFRSF9	TCGA-THYM	4.70728162353749E-70	2.57383332427296E-64
ENSG00000163638	ADAMTS9	TCGA-THYM	2.79185393803936E-75	1.52652152067935E-69
ENSG00000166483	WEE1	TCGA-THYM	1.67814844179002E-14	9.17572970556623E-09
ENSG00000152926	ZNF117	TCGA-THYM	5.40330988185522E-72	2.95440556727115E-66
ENSG00000167130	DOLPP1	TCGA-THYM	1.26953399384269E-14	6.94151988551323E-09
ENSG00000118564	FBXL5	TCGA-THYM	4.15819190334263E-80	2.27360369433397E-74
ENSG00000163885	CCDC37	TCGA-THYM	2.53520035299997E-78	1.38618924341226E-72
ENSG00000119715	ESRRB	TCGA-CESC	3.06248458681056E-08	0.016744961349225200
ENSG00000119715	ESRRB	TCGA-THYM	1.14296836680957E-21	6.24948814699035E-16
ENSG00000197746	PSAP	TCGA-THYM	5.89116333752514E-90	3.22115261620198E-84
ENSG00000130413	STK33	TCGA-THYM	1.78788558875243E-57	9.77574718561288E-52
ENSG00000212747	FAM127C	TCGA-THYM	2.21958955250028E-76	1.21362051674744E-70
ENSG00000148943	LIN7C	TCGA-THYM	6.48000508258216E-63	3.54311773903903E-57
ENSG00000025039	RRAGD	TCGA-THYM	3.52349221021996E-61	1.92656450022744E-55
ENSG00000132530	XAF1	TCGA-THYM	2.28295079359262E-10	1.24826498606819E-04
ENSG00000173809	TDRD12	TCGA-THYM	9.8209446425605E-41	5.3698666488253E-35
ENSG00000101493	ZNF516	TCGA-THYM	2.06074873043734E-20	1.12677000858234E-14
ENSG00000163032	VSNL1	TCGA-THYM	2.6058309192494E-21	1.42480841253443E-15
ENSG00000155816	FMN2	TCGA-SKCM	5.29209249245773E-08	0.028935944567485600
ENSG00000155816	FMN2	TCGA-THYM	5.21558666527416E-76	2.85176283007861E-70
ENSG00000162062	C16orf59	TCGA-THYM	2.49439905733976E-38	1.36388003337506E-32
ENSG00000186868	MAPT	TCGA-THYM	8.26737397312278E-31	4.52040993890215E-25
ENSG00000186562	DEFB105A	TCGA-THYM	3.75416763660036E-59	2.05269251783743E-53
ENSG00000125691	RPL23	TCGA-THYM	3.14115139862624E-78	1.71750933828666E-72
ENSG00000166478	ZNF143	TCGA-THYM	3.0535817372904E-27	1.66962826157044E-21
ENSG00000224420	ADM5	TCGA-THYM	3.24985614843941E-15	1.77694659527525E-09
ENSG00000154945	ANKRD40	TCGA-THYM	4.45378197470274E-70	2.43522554678204E-64
ENSG00000137200	CMTR1	TCGA-THYM	6.44321893347374E-72	3.52300391878797E-66
ENSG00000146587	RBAK	TCGA-THYM	2.69496432790918E-45	1.4735445103212E-39
ENSG00000197694	SPTAN1	TCGA-THYM	9.74564277530612E-75	5.32869331975355E-69
ENSG00000182022	CHST15	TCGA-THYM	2.02205816452485E-61	1.1056148970244E-55
ENSG00000006327	TNFRSF12A	TCGA-THYM	3.45270387188174E-77	1.88785906495588E-71
ENSG00000169297	NR0B1	TCGA-THYM	1.02687375310858E-66	5.61470950103448E-61
ENSG00000175984	DENND2C	TCGA-THYM	8.70499881883612E-63	4.75969313916676E-57
ENSG00000100564	PIGH	TCGA-THYM	4.59776125809813E-09	0.002513950107419120
ENSG00000127989	MTERF	TCGA-THYM	3.49580818477099E-14	1.91142751184453E-08
ENSG00000069956	MAPK6	TCGA-THYM	1.66999214647335E-65	9.13113295872261E-60
ENSG00000120925	RNF170	TCGA-THYM	4.20147202632647E-55	2.29726827013871E-49
ENSG00000076555	ACACB	TCGA-THYM	1.77284639407185E-52	9.69351632811427E-47
ENSG00000178201	VN1R1	TCGA-THYM	3.40546783837916E-62	1.86203148826544E-56
ENSG00000104490	NCALD	TCGA-THYM	3.22762523115193E-30	1.76479124101356E-24
ENSG00000124227	ANKRD60	TCGA-THYM	1.10234410666927E-33	6.02736403612303E-28
ENSG00000108759	KRT32	TCGA-THYM	1.20213696061371E-66	6.57300840913483E-61
ENSG00000145362	ANK2	TCGA-THYM	1.62350691868282E-77	8.87696242476636E-72
ENSG00000021826	CPS1	TCGA-THYM	5.8462419756871E-54	3.19659064874026E-48
ENSG00000004838	ZMYND10	TCGA-THYM	5.0271208599584E-11	2.74871406244547E-05
ENSG00000176402	GJC3	TCGA-THYM	1.99768423987936E-43	1.09228779562852E-37
ENSG00000010803	SCMH1	TCGA-THYM	2.01904610465313E-10	1.10396797196393E-04
ENSG00000196371	FUT4	TCGA-THYM	1.16543558904101E-69	6.37233375069075E-64
ENSG00000180957	PITPNB	TCGA-THYM	4.54137729225651E-59	2.48312065172814E-53
ENSG00000160213	CSTB	TCGA-THYM	5.34880857088951E-51	2.92460550396525E-45
ENSG00000189114	BLOC1S3	TCGA-THYM	4.79726322203669E-13	2.62303319275555E-07
ENSG00000122641	INHBA	TCGA-THYM	1.78619110896138E-83	9.76648215984575E-78
ENSG00000197102	DYNC1H1	TCGA-THYM	7.81281575565045E-102	4.27186796042729E-96
ENSG00000060656	PTPRU	TCGA-THYM	6.25832754914762E-71	3.42190956234029E-65
ENSG00000187747	OR52B6	TCGA-THYM	1.30305349521225E-99	7.1247968095167E-94
ENSG00000114942	EEF1B2	TCGA-THYM	3.36076471518021E-40	1.83758884867209E-34
ENSG00000168301	KCTD6	TCGA-THYM	1.148837961151E-38	6.28158173884263E-33
ENSG00000180509	KCNE1	TCGA-THYM	3.63936248182468E-35	1.98991969972465E-29
ENSG00000204704	OR2W1	TCGA-THYM	1.48689891888961E-24	8.13002130173704E-19
ENSG00000126709	IFI6	TCGA-THYM	2.92105953456769E-66	1.59716816913232E-60
ENSG00000145907	G3BP1	TCGA-THYM	5.47866271118445E-70	2.9956067612333E-64
ENSG00000187607	ZNF286A	TCGA-THYM	1.47006247941949E-75	8.0379635230955E-70
ENSG00000049246	PER3	TCGA-THYM	9.00718993170689E-67	4.9249242892889E-61
ENSG00000183034	OTOP2	TCGA-THYM	2.58665228040342E-102	1.41432197392214E-96
ENSG00000170967	DDI1	TCGA-THYM	7.91797237895843E-81	4.32936518344975E-75
ENSG00000170775	GPR37	TCGA-THYM	6.71447268420196E-39	3.67131923084989E-33
ENSG00000106771	TMEM245	TCGA-THYM	1.02851576570702E-74	5.62368764825986E-69
ENSG00000172238	ATOH1	TCGA-THYM	4.02466608634066E-26	2.20059484869109E-20
ENSG00000070388	FGF22	TCGA-THYM	3.26482522735186E-52	1.78513134333577E-46
ENSG00000160973	FOXH1	TCGA-THYM	1.43537845144172E-56	7.84831923543949E-51
ENSG00000147364	FBXO25	TCGA-THYM	1.77927775813031E-70	9.72868154757217E-65
ENSG00000254656	RTL1	TCGA-THYM	5.55195553525634E-53	3.03568159170086E-47
ENSG00000204710	SPDYC	TCGA-THYM	7.60473003646003E-76	4.1580914751455E-70
ENSG00000143398	PIP5K1A	TCGA-THYM	2.82527720471381E-71	1.5447965941618E-65
ENSG00000089902	RCOR1	TCGA-THYM	1.42768197426014E-102	7.80623666840038E-97
ENSG00000226650	KIF4B	TCGA-THYM	6.55572414965808E-72	3.5845191833776E-66
ENSG00000075826	SEC31B	TCGA-THYM	6.55686886651695E-65	3.58514508822754E-59
ENSG00000156486	KCNS2	TCGA-THYM	1.00600682749423E-57	5.50061395116812E-52
ENSG00000186190	BPIFB3	TCGA-THYM	6.20045610117644E-129	3.39026678563295E-123
ENSG00000196946	ZNF705A	TCGA-THYM	1.19960892590222E-95	6.55918569678035E-90
ENSG00000186867	QRFPR	TCGA-THYM	1.76252386797391E-21	9.6370751295917E-16
ENSG00000076258	FMO4	TCGA-THYM	2.7513138028774E-08	0.015043551071959000
ENSG00000256762	STH	TCGA-THYM	2.71766966903362E-65	1.4859592686252E-59
ENSG00000161692	DBF4B	TCGA-THYM	9.28220305736965E-51	5.07529514109941E-45
ENSG00000165621	OXGR1	TCGA-THYM	3.88526469626442E-69	2.12437337482937E-63
ENSG00000254221	PCDHGB1	TCGA-THYM	2.24707717098049E-91	1.2286501143172E-85
ENSG00000079819	EPB41L2	TCGA-THYM	5.27304254157612E-42	2.88317838175536E-36
ENSG00000112893	MAN2A1	TCGA-THYM	3.50241023025281E-23	1.91503735846694E-17
ENSG00000091542	ALKBH5	TCGA-THYM	1.04377634916153E-53	5.70712900865494E-48
ENSG00000182473	EXOC7	TCGA-THYM	3.08474746181664E-52	1.68666896292972E-46
ENSG00000152661	GJA1	TCGA-THYM	1.54265775265731E-57	8.43489778024704E-52
ENSG00000165695	AK8	TCGA-THYM	1.11442642512247E-63	6.0934273744919E-58
ENSG00000144908	ALDH1L1	TCGA-THYM	7.24376719210978E-61	3.96072529400021E-55
ENSG00000100138	NHP2L1	TCGA-THYM	2.67941545782649E-49	1.46504274578399E-43
ENSG00000085063	CD59	TCGA-THYM	2.26250674812508E-76	1.23708665221959E-70
ENSG00000105404	RABAC1	TCGA-THYM	7.15348218865828E-96	3.91135953066801E-90
ENSG00000205678	TECRL	TCGA-THYM	3.81507771721902E-61	2.08599674898786E-55
ENSG00000108878	CACNG1	TCGA-THYM	4.37816243677623E-52	2.39387852269319E-46
ENSG00000240505	TNFRSF13B	TCGA-THYM	6.74997011405646E-134	3.69072840905345E-128
ENSG00000166579	NDEL1	TCGA-THYM	2.87782289080906E-61	1.57352736676791E-55
ENSG00000141040	ZNF287	TCGA-THYM	6.84485606632342E-56	3.74260986537612E-50
ENSG00000164530	PI16	TCGA-THYM	2.97878698680908E-15	1.62873221228651E-09
ENSG00000125848	FLRT3	TCGA-THYM	2.93984258298721E-09	0.0016074383079980000
ENSG00000256188	TAS2R30	TCGA-THYM	1.05485847260307E-73	5.76772351074488E-68
ENSG00000104812	GYS1	TCGA-THYM	3.86842644434294E-23	2.1151666059585E-17
ENSG00000154007	ASB17	TCGA-THYM	7.87792291314368E-71	4.30746705667996E-65
ENSG00000128791	TWSG1	TCGA-THYM	9.20363571443512E-65	5.03233632503169E-59
ENSG00000140743	CDR2	TCGA-THYM	3.50548986105527E-31	1.91672122975822E-25
ENSG00000243137	PSG4	TCGA-THYM	2.51742500077415E-79	1.37647008964829E-73
ENSG00000149488	TMC2	TCGA-THYM	1.74841547684003E-59	9.5599336918016E-54
ENSG00000171564	FGB	TCGA-THYM	1.81155903129605E-80	9.90518812454958E-75
ENSG00000185518	SV2B	TCGA-THYM	3.58770315948995E-67	1.96167357043644E-61
ENSG00000117643	MAN1C1	TCGA-THYM	6.40352236403175E-70	3.50129874763819E-64
ENSG00000171314	PGAM1	TCGA-THYM	2.90536800079442E-29	1.58858839937037E-23
ENSG00000135298	BAI3	TCGA-THYM	3.19731807072625E-56	1.74821998275749E-50
ENSG00000146385	TAAR8	TCGA-THYM	5.11067952876379E-74	2.79440202069888E-68
ENSG00000152256	PDK1	TCGA-THYM	8.62776580239571E-102	4.71746390213652E-96
ENSG00000157211	CDCP2	TCGA-THYM	5.76530326276351E-68	3.15233522210404E-62
ENSG00000125851	PCSK2	TCGA-THYM	3.46153310769876E-29	1.8926866880282E-23
ENSG00000177752	YIPF7	TCGA-THYM	4.52806160688485E-59	2.47583994122768E-53
ENSG00000165868	HSPA12A	TCGA-THYM	3.21150450580881E-25	1.75597679917262E-19
ENSG00000164307	ERAP1	TCGA-THYM	9.45084389304319E-28	5.16750407130648E-22
ENSG00000165644	COMTD1	TCGA-THYM	7.09814309223592E-114	3.88110138554348E-108
ENSG00000011258	MBTD1	TCGA-THYM	9.03830886260568E-76	4.94193940496894E-70
ENSG00000065135	GNAI3	TCGA-THYM	5.16582108334459E-83	2.8245521544879E-77
ENSG00000214686	IQCF6	TCGA-THYM	1.22531558481866E-52	6.69974379520394E-47
ENSG00000171864	PRND	TCGA-THYM	1.0700796750055E-28	5.85094954460481E-23
ENSG00000104915	STX10	TCGA-THYM	7.32425371947196E-53	4.00473347597172E-47
ENSG00000104863	LIN7B	TCGA-THYM	1.56824684579709E-29	8.57481305604394E-24
ENSG00000170683	OR10A3	TCGA-THYM	1.37511536737325E-27	7.51881455226241E-22
ENSG00000112699	GMDS	TCGA-THYM	2.47362284113605E-71	1.35252007620785E-65
ENSG00000172534	HCFC1	TCGA-THYM	5.52176238819485E-52	3.01917267333001E-46
ENSG00000131737	KRT34	TCGA-THYM	2.546663494105E-119	1.39245702531625E-113
ENSG00000123552	USP45	TCGA-THYM	4.01766312499375E-100	2.19676579049471E-94
ENSG00000241635	UGT1A8	TCGA-THYM	1.16355034616072E-59	6.3620256762272E-54
ENSG00000075651	PLD1	TCGA-THYM	2.78923986265458E-122	1.52509220438268E-116
ENSG00000198841	KTI12	TCGA-THYM	2.90998364331831E-40	1.59111212654265E-34
ENSG00000167210	LOXHD1	TCGA-THYM	1.03295766589286E-35	5.64797493683899E-30
ENSG00000176842	IRX5	TCGA-THYM	3.01534038302526E-46	1.6487187686094E-40
ENSG00000139620	KANSL2	TCGA-THYM	1.46298183157818E-126	7.99924816924821E-121
ENSG00000119661	DNAL1	TCGA-THYM	2.40002678356882E-33	1.31227944463941E-27
ENSG00000100249	C22orf31	TCGA-THYM	1.94405463397312E-11	1.06296436059992E-05
ENSG00000176299	OR4M1	TCGA-THYM	3.51325167028067E-44	1.92096520852106E-38
ENSG00000148671	ADIRF	TCGA-THYM	1.47847218006542E-48	8.08394583199628E-43
ENSG00000126768	TIMM17B	TCGA-UCEC	1.40238581590292E-08	0.007667923092619530
ENSG00000075415	SLC25A3	TCGA-THYM	1.7055656689825E-72	9.32564079789244E-67
ENSG00000135052	GOLM1	TCGA-THYM	7.60490240133087E-83	4.15818572029249E-77
ENSG00000104381	GDAP1	TCGA-THYM	5.16980443898823E-26	2.82673016173667E-20
ENSG00000164535	DAGLB	TCGA-LIHC	1.23627987608478E-09	6.75969401806009E-04
ENSG00000111432	FZD10	TCGA-THYM	5.89469055010667E-26	3.22308121491568E-20
ENSG00000151612	ZNF827	TCGA-THYM	3.04817513601117E-55	1.66667205634278E-49
ENSG00000164325	TMEM174	TCGA-THYM	7.03576919488754E-57	3.84699677307302E-51
ENSG00000140505	CYP1A2	TCGA-THYM	2.68177562559132E-101	1.46633323123395E-95
ENSG00000188393	CLEC2A	TCGA-THYM	4.85359757264483E-41	2.65383551997802E-35
ENSG00000122694	GLIPR2	TCGA-THYM	2.36722557249828E-62	1.29434449685389E-56
ENSG00000059804	SLC2A3	TCGA-THYM	5.11902852066147E-68	2.79896705744172E-62
ENSG00000129534	MIS18BP1	TCGA-THYM	7.00301656088825E-79	3.82908838611279E-73
ENSG00000144857	BOC	TCGA-THYM	1.13031693601751E-60	6.18031303324844E-55
ENSG00000036565	SLC18A1	TCGA-THYM	8.9980246890972E-15	4.9199129454305E-09
ENSG00000146021	KLHL3	TCGA-THYM	4.2120297128771E-28	2.3030409703178E-22
ENSG00000124334	IL9R	TCGA-THYM	8.26159991195823E-90	4.51725281506078E-84
ENSG00000077549	CAPZB	TCGA-THYM	1.57479520532937E-73	8.61061797984374E-68
ENSG00000127837	AAMP	TCGA-THYM	2.61366899236676E-17	1.42909409063932E-11
ENSG00000116044	NFE2L2	TCGA-KIRP	3.59334806807937E-08	0.019647600766202300
ENSG00000141510	TP53	TCGA-THYM	6.31180880657876E-124	3.45115188383471E-118
ENSG00000141510	TP53	TCGA-KICH	1.32698393205663E-09	7.25564293418127E-04
ENSG00000141510	TP53	TCGA-KIRC	4.0285604738097E-10	2.20272421018825E-04
ENSG00000160199	PKNOX1	TCGA-THYM	4.46171741780663E-46	2.43956446455606E-40
ENSG00000153767	GTF2E1	TCGA-THYM	4.24711130169462E-46	2.32222277620668E-40
ENSG00000159905	ZNF221	TCGA-THYM	2.38114766527298E-21	1.30195677697496E-15
ENSG00000100814	CCNB1IP1	TCGA-THYM	8.46595328214528E-25	4.62898853775155E-19
ENSG00000108559	NUP88	TCGA-THYM	5.10815927296116E-12	2.79302400279189E-06
ENSG00000121879	PIK3CA	TCGA-KIRP	1.48885418800551E-09	8.14071226355087E-04
ENSG00000121879	PIK3CA	TCGA-KIRC	2.01601068508857E-13	1.10230827436067E-07
ENSG00000175582	RAB6A	TCGA-THYM	1.59646488197962E-74	8.7291027877417E-69
ENSG00000103056	SMPD3	TCGA-THYM	1.39778468705629E-62	7.64276517834577E-57
ENSG00000183230	CTNNA3	TCGA-THYM	1.06952258626608E-50	5.84790351150809E-45
ENSG00000146399	TAAR1	TCGA-THYM	6.94862988173869E-53	3.79935100084744E-47
ENSG00000185532	PRKG1	TCGA-THYM	3.36710170410972E-33	1.841053768468E-27
ENSG00000148426	PROSER2	TCGA-THYM	1.83318303940893E-61	1.0023423227389E-55
ENSG00000119139	TJP2	TCGA-THYM	3.5386379705445E-20	1.93484585362041E-14
ENSG00000231396	USP17L10	TCGA-THYM	4.26568544277028E-65	2.3323786893416E-59
ENSG00000156269	NAA11	TCGA-THYM	6.82418841078508E-42	3.73130926668383E-36
ENSG00000150667	FSIP1	TCGA-THYM	1.26029004865672E-09	6.89097611934378E-04
ENSG00000172197	MBOAT1	TCGA-THYM	2.58029260715461E-64	1.41084465086218E-58
ENSG00000169031	COL4A3	TCGA-THYM	7.90573437645222E-16	4.32267372515342E-10
ENSG00000144724	PTPRG	TCGA-THYM	4.99874222198742E-31	2.73319727591162E-25
ENSG00000102753	KPNA3	TCGA-THYM	2.09391896337998E-27	1.14490672904002E-21
ENSG00000176046	NUPR1	TCGA-THYM	2.42971833263126E-26	1.32851410076112E-20
ENSG00000213533	TMEM110	TCGA-THYM	7.99850120383827E-76	4.37339649273108E-70
ENSG00000184220	CMSS1	TCGA-THYM	3.50389430987743E-19	1.91584881907185E-13
ENSG00000134207	SYT6	TCGA-THYM	3.94820618617671E-77	2.15878833385914E-71
ENSG00000197935	ZNF311	TCGA-THYM	3.08011735387598E-41	1.68413732640025E-35
ENSG00000137338	PGBD1	TCGA-THYM	1.8715415858677E-14	1.02331589369598E-08
ENSG00000167555	ZNF528	TCGA-THYM	7.07849872406824E-24	3.87036029684986E-18
ENSG00000157778	PSMG3	TCGA-THYM	6.83352018092605E-17	3.7364116639662E-11
ENSG00000012963	UBR7	TCGA-THYM	1.09899328603405E-91	6.00904251957838E-86
ENSG00000105695	MAG	TCGA-THYM	5.12070374288511E-120	2.79988303042349E-114
ENSG00000175115	PACS1	TCGA-THYM	6.71196549647501E-35	3.66994835826612E-29
ENSG00000162779	AXDND1	TCGA-THYM	7.66007149263284E-09	0.004188350910527300
ENSG00000065054	SLC9A3R2	TCGA-THYM	1.06533437248117E-10	5.82500332182137E-05
ENSG00000104805	NUCB1	TCGA-THYM	1.36856728959134E-64	7.48301116900885E-59
ENSG00000125885	MCM8	TCGA-THYM	4.2682003365081E-53	2.33375377539489E-47
ENSG00000170144	HNRNPA3	TCGA-THYM	4.83201360859597E-55	2.64203390486728E-49
ENSG00000175294	CATSPER1	TCGA-THYM	3.57710449304713E-15	1.95587846339483E-09
ENSG00000197889	MEIG1	TCGA-THYM	2.21826852288805E-66	1.21289820813916E-60
ENSG00000204382	XAGE1B	TCGA-THYM	8.12901674937693E-72	4.44475939117407E-66
ENSG00000089159	PXN	TCGA-THYM	1.22637899241321E-20	6.70555826334716E-15
ENSG00000136488	CSH1	TCGA-THYM	1.87439487851379E-10	1.02487600848914E-04
ENSG00000096092	TMEM14A	TCGA-THYM	4.49704861878085E-83	2.45888275263114E-77
ENSG00000183304	FAM9A	TCGA-THYM	1.44806206575019E-119	7.9176703212469E-114
ENSG00000177291	GJD4	TCGA-THYM	1.16806560342032E-10	6.38671406441355E-05
ENSG00000078246	TULP3	TCGA-THYM	1.30150543541419E-63	7.11633237459464E-58
ENSG00000169248	CXCL11	TCGA-THYM	4.87225010053624E-75	2.6640342932209E-69
ENSG00000111875	ASF1A	TCGA-THYM	2.08636299778456E-19	1.14077530083965E-13
ENSG00000169951	ZNF764	TCGA-THYM	6.7815513485394E-20	3.70799630170033E-14
ENSG00000104613	INTS10	TCGA-THYM	8.29958709327106E-22	4.53802333209747E-16
ENSG00000164816	DEFA5	TCGA-THYM	2.52296105590305E-23	1.3794970772635E-17
ENSG00000116396	KCNC4	TCGA-THYM	4.1445232430181E-102	2.26612998524771E-96
ENSG00000075429	CACNG5	TCGA-THYM	9.22158175898761E-49	5.04214880943397E-43
ENSG00000145990	GFOD1	TCGA-THYM	1.25418704826198E-37	6.85760631687543E-32
ENSG00000243896	OR2A7	TCGA-THYM	8.76857586319943E-28	4.79445560475259E-22
ENSG00000172497	ACOT12	TCGA-THYM	9.17225438065013E-128	5.01517773348874E-122
ENSG00000076248	UNG	TCGA-THYM	9.30759698101634E-132	5.08917995448917E-126
ENSG00000064651	SLC12A2	TCGA-THYM	3.47588778097951E-107	1.90053549322063E-101
ENSG00000172757	CFL1	TCGA-THYM	1.58045217793575E-69	8.64154900495175E-64
ENSG00000120159	CAAP1	TCGA-THYM	6.70123470033136E-12	3.66408100574308E-06
ENSG00000173548	SNX33	TCGA-THYM	1.33896082688859E-101	7.32112984043662E-96
ENSG00000130175	PRKCSH	TCGA-THYM	2.5060105192424E-52	1.3702289136798E-46
ENSG00000102393	GLA	TCGA-THYM	3.7234175261027E-11	2.03587906466985E-05
ENSG00000121933	ADORA3	TCGA-THYM	7.52164079271193E-16	4.11266018771665E-10
ENSG00000157107	FCHO2	TCGA-THYM	8.65258696273031E-82	4.73103554172079E-76
ENSG00000183520	UTP11L	TCGA-THYM	6.69898984005047E-64	3.66285356777327E-58
ENSG00000028839	TBPL1	TCGA-THYM	4.64352583851191E-30	2.53897312740403E-24
ENSG00000176142	TMEM39A	TCGA-THYM	9.33638796560276E-77	5.10492220266838E-71
ENSG00000198182	ZNF607	TCGA-THYM	2.82115272757427E-71	1.54254142492488E-65
ENSG00000132357	CARD6	TCGA-THYM	6.02975493763651E-20	3.29693131553608E-14
ENSG00000185627	PSMD13	TCGA-THYM	1.22349900521318E-15	6.68981115573445E-10
ENSG00000113732	ATP6V0E1	TCGA-KIRP	2.30308905882968E-08	0.012592761263197100
ENSG00000140557	ST8SIA2	TCGA-THYM	3.9177679736779E-22	2.14214541934368E-16
ENSG00000117481	NSUN4	TCGA-THYM	3.74832755854587E-71	2.04949929747904E-65
ENSG00000137166	FOXP4	TCGA-THYM	2.19160518494049E-30	1.19831930820621E-24
ENSG00000180233	ZNRF2	TCGA-THYM	1.21372178035E-62	6.63635153894434E-57
ENSG00000167414	GNG8	TCGA-COAD	3.81998801689482E-08	0.020886815879137
ENSG00000111837	MAK	TCGA-THYM	8.18568839150934E-51	4.4757461416443E-45
ENSG00000030110	BAK1	TCGA-THYM	1.9365167095257E-09	0.0010588427968843300
ENSG00000197077	KIAA1671	TCGA-THYM	3.78429261556136E-74	2.06916416345879E-68
ENSG00000004864	SLC25A13	TCGA-THYM	2.70676925787054E-56	1.47999917451068E-50
ENSG00000078140	UBE2K	TCGA-THYM	5.10612130070737E-12	2.79190968643687E-06
ENSG00000100731	PCNX	TCGA-THYM	3.62623253427648E-47	1.98274054639409E-41
ENSG00000143753	DEGS1	TCGA-THYM	1.6802271470526E-68	9.18709558783981E-63
ENSG00000144136	SLC20A1	TCGA-THYM	1.44032590890333E-77	7.87537079492434E-72
ENSG00000213921	LEUTX	TCGA-THYM	6.84376809212833E-76	3.74201498610965E-70
ENSG00000171497	PPID	TCGA-THYM	2.59688322308825E-28	1.41991601807053E-22
ENSG00000110721	CHKA	TCGA-THYM	1.42000220228969E-32	7.76424544161351E-27
ENSG00000189375	TBC1D28	TCGA-THYM	4.56494045834671E-57	2.49600444899344E-51
ENSG00000163293	NIPAL1	TCGA-THYM	4.20860479776647E-30	2.30116830550835E-24
ENSG00000196636	ACN9	TCGA-THYM	5.00228163690567E-67	2.73513254658237E-61
ENSG00000187871	GFRAL	TCGA-THYM	1.89464781233072E-32	1.03594984688276E-26
ENSG00000104341	LAPTM4B	TCGA-THYM	1.38308909334626E-70	7.56241305192589E-65
ENSG00000177283	FZD8	TCGA-THYM	2.20683067005204E-61	1.20664425327904E-55
ENSG00000162493	PDPN	TCGA-THYM	7.78818463492948E-27	4.25840023013283E-21
ENSG00000232196	MTRNR2L4	TCGA-THYM	5.31898542400237E-71	2.90829889317974E-65
ENSG00000151079	KCNA6	TCGA-THYM	3.62671561426723E-46	1.98300468342219E-40
ENSG00000158234	FAIM	TCGA-THYM	1.6786856463219E-77	9.17866701638951E-72
ENSG00000213973	ZNF99	TCGA-THYM	2.64246279533231E-38	1.44483787984341E-32
ENSG00000198265	HELZ	TCGA-THYM	6.08293845784784E-121	3.32601084116667E-115
ENSG00000149418	ST14	TCGA-THYM	2.35719678149352E-31	1.28886098459468E-25
ENSG00000025796	SEC63	TCGA-THYM	5.50468267702663E-65	3.00983388009659E-59
ENSG00000188162	OTOG	TCGA-THYM	4.75253999809078E-33	2.59857956253608E-27
ENSG00000104497	SNX16	TCGA-THYM	4.69639988628528E-27	2.56788344062341E-21
ENSG00000129347	KRI1	TCGA-THYM	1.12357943488859E-52	6.14347392670077E-47
ENSG00000133739	LRRCC1	TCGA-THYM	1.03269470780133E-28	5.64653714247488E-23
ENSG00000162924	REL	TCGA-THYM	3.75756450671614E-09	0.002054549848288730
ENSG00000108424	KPNB1	TCGA-THYM	1.93152597324711E-35	1.05611397707414E-29
ENSG00000152463	OLAH	TCGA-THYM	7.39583065691558E-08	0.04043870099096330
ENSG00000012660	ELOVL5	TCGA-THYM	4.65232629044718E-17	2.54378501211184E-11
ENSG00000196866	HIST1H2AD	TCGA-THYM	1.52222953536289E-39	8.32320098657114E-34
ENSG00000131238	PPT1	TCGA-THYM	2.28807357540685E-74	1.25106600534023E-68
ENSG00000176269	OR4F21	TCGA-THYM	2.4571125934106E-27	1.34349265248727E-21
ENSG00000100528	CNIH1	TCGA-THYM	2.13154798030454E-65	1.16548141002698E-59
ENSG00000162877	PM20D1	TCGA-THYM	1.27419760353584E-36	6.96701943068518E-31
ENSG00000099904	ZDHHC8	TCGA-THYM	1.45335206405575E-77	7.94659481528212E-72
ENSG00000204287	HLA-DRA	TCGA-CESC	1.03746846700879E-10	5.67263895985666E-05
ENSG00000100307	CBX7	TCGA-THYM	5.81855951118037E-76	3.18145451384467E-70
ENSG00000123240	OPTN	TCGA-THYM	9.58348992763948E-47	5.24003187216493E-41
